entity_id,invoice_number,seller_tin,document_type,issue_date,clearance_date,status,uuid,currency,taxable_amount,tax_amount,total_amount,tax_code,buyer_tin,buyer_name,is_consolidated
E1,INV-UAE-500053,167634322348275,Invoice,2026-06-18,2026-06-19,CLEARED,urn:uuid:99e8086a-042d-7277-1be0-cff088f2579f,AED,8026.08,401.3,8427.38,S5,111193763680717,Horizon FMCG,false
E3,INV-UAE-500056,195534016908748,Invoice,2026-06-16,2026-06-17,CLEARED,urn:uuid:0838b0bc-3e09-f6e7-f862-1d4953cf9e74,AED,16885.08,844.25,17729.33,S5,130079519359945,Horizon FMCG,false
E1,INV-UAE-500057,167634322348275,Invoice,2026-06-22,2026-06-23,CLEARED,urn:uuid:333f3409-03f6-3c2e-edcb-08a091056092,AED,37619.27,1880.96,39500.23,S5,179003322828824,Falcon Trading Est.,false
E8,INV-UAE-500061,156379989784197,Invoice,2026-06-27,2026-06-28,CLEARED,urn:uuid:5e2afb8a-6069-1fb4-2034-6ac0ecc15e2e,AED,21064.07,1053.2,22117.27,S5,160905651275035,Falcon Trading Est.,false
E1,INV-UAE-500064,167634322348275,Invoice,2026-07-02,2026-07-03,CLEARED,urn:uuid:44b835b1-69da-1ddb-2ff0-e0dc05d920bc,AED,16897.51,0,16897.51,S5,131695901577104,Gulf Mega Stores,false
E1,INV-UAE-500068,167634322348275,Invoice,2026-07-08,2026-07-09,CLEARED,urn:uuid:bc85bce8-fc71-dc6e-24f7-8b28766f0038,AED,30573.53,0,30573.53,S5,115762119633389,Horizon FMCG,false
E8,INV-UAE-500069,156379989784197,Invoice,2026-07-02,2026-07-03,CLEARED,urn:uuid:a79ce49d-4310-35d6-64b8-12a0a66104fe,AED,38354.64,0,38354.64,S5,154056046932167,Summit Traders,false
E8,INV-UAE-500071,156379989784197,Invoice,2026-06-21,2026-06-22,CLEARED,urn:uuid:7b343fce-39cd-8933-8a7f-da0f252a09f9,AED,20985.94,1049.3,22035.24,S5,121616059276932,Gulf Mega Stores,false
E3,INV-UAE-500072,195534016908748,Invoice,2026-07-09,2026-07-10,CLEARED,urn:uuid:0c7c0d2a-ca36-d399-1fdf-bc89b6ff1a3a,AED,11741.92,587.1,12329.02,S5,106020981493023,Cedar Supplies Co.,false
E1,INV-UAE-500075,167634322348275,Invoice,2026-07-01,2026-07-02,CLEARED,urn:uuid:f02293dc-0655-077f-9222-942adcc63089,AED,27939.28,1396.96,29336.24,S5,149799848492784,Summit Traders,false
E3,INV-UAE-500078,195534016908748,Invoice,2026-07-12,2026-07-13,CLEARED,urn:uuid:cacc8bcc-2874-0b7a-e4d7-c387e71fd73e,AED,30556.88,1527.84,32084.72,S5,141473048143644,Pearl Retail Group,false
E3,INVX-UAE-500082,195534016908748,Invoice,2026-06-23,2026-06-24,CLEARED,urn:uuid:2523888d-c0d3-c665-72bd-08fc3c463dd9,AED,32380.62,1619.03,33999.65,S5,100205887041090,Gulf Mega Stores,false
E8,INVX-UAE-500085,156379989784197,Invoice,2026-06-24,2026-06-25,CLEARED,urn:uuid:9c56d4f8-fffd-ffc3-0e2d-034498e43c4f,AED,26429.46,1321.47,27750.93,S5,144676820644145,Al Noor Distribution,false
E1,INV-UAE-500088,167634322348275,Credit Note,2026-07-11,2026-07-12,CLEARED,urn:uuid:5ddd180f-1430-15f7-2134-5caac6cecc35,AED,8182.2,409.11,8591.31,S5,118142614817917,Pearl Retail Group,false
E1,INV-UAE-500090,167634322348275,Credit Note,2026-06-18,2026-06-19,CLEARED,urn:uuid:c2c468c2-25c6-2f2f-b1fe-7035ff6ab0dc,AED,7019.13,350.96,7370.09,S5,161869426950986,Al Noor Distribution,false
E8,INV-UAE-500106,156379989784197,Invoice,2026-07-09,2026-07-29,CLEARED,urn:uuid:5a15bdd6-705b-70a3-d83c-3d81a81a8692,AED,21733.95,1086.7,22820.65,S5,194754153023462,Oasis Wholesale,false
E1,INV-UAE-500108,167634322348275,Invoice,2026-07-07,2026-07-27,CLEARED,urn:uuid:f8a772b0-e8bd-4942-e6e9-5bcac26b5a16,AED,10706.95,535.35,11242.3,S5,198252961649163,Horizon FMCG,false
E3,INV-UAE-500111,195534016908748,Invoice,2026-07-02,2026-07-22,CLEARED,urn:uuid:5804d7af-2a0d-6ba8-e167-5bc423bc4bbd,AED,9568.95,478.45,10047.4,S5,144532661386097,Cedar Supplies Co.,false
E8,INV-UAE-500112,156379989784197,Invoice,2026-07-10,2026-07-11,CLEARED,urn:uuid:51b1636a-641b-5d93-ae95-ed076ef8f1d9,AED,23215.09,1160.75,24375.84,S5,117320290021287,Horizon FMCG,false
E3,INV-UAE-500113,195534016908748,Invoice,2026-06-23,2026-06-24,CLEARED,urn:uuid:89d2d864-7f48-da88-4ddf-915bc1862759,AED,24391.42,1219.57,25610.99,S5,123754792102471,Pearl Retail Group,false
E3,INV-UAE-500115,195534016908748,Invoice,2026-07-07,2026-07-08,CLEARED,urn:uuid:2a59bff5-7d44-a271-c5d1-6234b66bae80,AED,25434.21,1271.71,26705.92,S5,131935101131030,Gulf Mega Stores,false
E3,INV-UAE-500117,195534016908748,Credit Note,2026-06-19,2026-06-20,CLEARED,urn:uuid:ac18b96d-9fe2-3e31-a951-5b769a045f52,AED,34955.71,1747.79,36703.5,S5,188884076073186,Al Noor Distribution,false
E1,INV-UAE-500120,167634322348275,Credit Note,2026-07-12,2026-07-13,CLEARED,urn:uuid:8014eb60-9c46-6157-f682-2027de9cf2f4,AED,8170,408.5,8578.5,S5,113316797097985,Horizon FMCG,false
