entity_id,invoice_number,seller_tin,document_type,issue_date,clearance_date,status,uuid,currency,taxable_amount,tax_amount,total_amount,tax_code,buyer_tin,buyer_name,is_consolidated
O2,INV-OMN-500086,OM1883997998,Invoice,2026-06-20,2026-06-21,CLEARED,urn:uuid:0c6d9dd6-d5fa-404b-a0d3-6c1ed5ff27c5,OMR,36029.23,1801.462,37830.692,S5,OM4344110649,Horizon FMCG,false
O2,INV-OMN-500088,OM1883997998,Invoice,2026-07-01,2026-07-02,CLEARED,urn:uuid:3405f042-f71a-1feb-aa2e-5e78bb6f3a4d,OMR,8718.953,435.948,9154.901,S5,OM0184528641,Cedar Supplies Co.,false
O1,INV-OMN-500092,OM6820279187,Invoice,2026-06-28,2026-06-29,CLEARED,urn:uuid:f6c2d3ba-8272-f13a-6b46-b48d61b1c8eb,OMR,25899.868,1294.993,27194.861,S5,OM6213440418,Marina Enterprises,false
O1,INV-OMN-500093,OM6820279187,Invoice,2026-06-28,2026-06-29,CLEARED,urn:uuid:1217a55f-7d4c-ef33-4769-d45c79e52dd1,OMR,18871.768,943.588,19815.356,S5,OM6645342771,Gulf Mega Stores,false
O1,INVX-OMN-500095,OM6820279187,Invoice,2026-07-14,2026-07-15,CLEARED,urn:uuid:07301d72-ca4d-6afa-6167-67e26a7c293a,OMR,24243.73,1212.187,25455.917,S5,OM9025457391,Al Noor Distribution,false
O1,INVX-OMN-500096,OM6820279187,Invoice,2026-07-09,2026-07-10,CLEARED,urn:uuid:b39a7b5b-f68b-ced0-dbed-1c180e804139,OMR,18446.274,922.314,19368.588,S5,OM8489715724,Horizon FMCG,false
O1,INV-OMN-500097,OM6820279187,Credit Note,2026-06-19,2026-06-20,CLEARED,urn:uuid:94f7898d-c45e-35ca-31d2-a21402a46ca8,OMR,23943.956,1197.198,25141.154,S5,OM2838366257,Delta Foods,false
O2,INV-OMN-500098,OM1883997998,Credit Note,2026-07-10,2026-07-11,CLEARED,urn:uuid:eb7c5d20-431e-8590-8c66-8cdd2509db18,OMR,23410.804,1170.54,24581.344,S5,OM5647733271,Al Noor Distribution,false
O1,INV-OMN-500114,OM6820279187,Invoice,2026-07-04,2026-07-19,CLEARED,urn:uuid:88cc3af4-a2d0-c52c-d0cf-fdc8b8952c44,OMR,30455.287,1522.764,31978.051,S5,OM9105141876,Cedar Supplies Co.,false
O2,INV-OMN-500115,OM1883997998,Invoice,2026-06-23,2026-07-08,CLEARED,urn:uuid:b3838c10-5842-47f6-a9e4-326f98334f9a,OMR,26632.252,1331.613,27963.865,S5,OM1471206754,Al Noor Distribution,false
O1,INV-OMN-500117,OM6820279187,Invoice,2026-07-01,2026-07-16,CLEARED,urn:uuid:dcc4dc9a-6019-91d8-5fe8-ffaa476d90d6,OMR,20005.943,1000.297,21006.24,S5,OM5336105051,Cedar Supplies Co.,false
O1,INV-OMN-500121,OM6820279187,Invoice,2026-07-06,2026-07-07,CLEARED,urn:uuid:4cff8808-de6b-48c5-c18f-ad3825c8c3e5,OMR,33925.658,1696.283,35621.941,S5,OM9977558181,Pearl Retail Group,false
O1,INV-OMN-500124,OM6820279187,Invoice,2026-07-02,2026-07-03,CLEARED,urn:uuid:4d0b7359-2bd0-e832-f239-6fc1755c9efc,OMR,22939.729,1146.986,24086.715,S5,OM9290604884,Al Noor Distribution,false
O1,INV-OMN-500128,OM6820279187,Invoice,2026-07-05,2026-07-06,CLEARED,urn:uuid:715579e8-e8a3-9d38-1a99-f314309df77d,OMR,24183.263,1209.163,25392.426,S5,OM3847010361,Pearl Retail Group,false
O1,INV-OMN-500129,OM6820279187,Credit Note,2026-06-22,2026-06-23,CLEARED,urn:uuid:9bf0d7e8-b2f5-8829-5dbc-f623f7d8a85e,OMR,33810.801,1690.54,35501.341,S5,OM2164242715,Al Noor Distribution,false
O1,INV-OMN-500133,OM6820279187,Credit Note,2026-07-06,2026-07-07,CLEARED,urn:uuid:75604dc3-716a-46c9-5397-da36b457af75,OMR,25917.56,1295.878,27213.438,S5,OM7854965127,Summit Traders,false
